"Fire.Year","District","Unit","Fire.Number","Fire.Name","Legal","Latitude","Longitude","Fuel.Model","County","Report.Date","General.Cause","ODF.Acres","Total.Acres"
2014,"58†-†North Cascade","Santiam",22,"CASCADE HWY","T6S R1W S25 SENE","45∞1'28""","-122∞46'48""","L","Marion","8/23/2014 16:01","Equipment Use",0.05,0.05
2014,"58†-†North Cascade","Molalla",23,"HWY 224 FIRE","T3S R4E S20 NENW","45∞17'38""","-122∞20'34""","L","Clackamas","8/10/2014 20:30","Equipment Use",0.02,0.02
2014,"58†-†North Cascade","Santiam",24,"MOWER FIRE","T9S R2E S7 SESE","44∞47'51""","-122∞43'54""","L","Marion","8/26/2014 12:30","Equipment Use",0.01,0.01
2014,"58†-†North Cascade","Santiam",25,"ZURFLUH GRASS FIRE","T10S R1E S18 SESE","44∞41'45""","-122∞43'26""","L","Linn","8/31/2014 15:00","Debris Burning",1.68,1.68
2014,"58†-†North Cascade","Santiam",26,"KINNEY CREEK","T10S R5E S18 NWSW","44∞42'9""","-122∞15'12""","H","Linn","9/3/2014 10:00","Recreationist",0.05,0.05
2014,"58†-†North Cascade","Santiam",27,"POLLY POWER","T9S R2E S3 SWSW","44∞48'36""","-122∞33'21""","F","Marion","9/4/2014 18:30","Recreationist",1.8,1.8
2014,"58†-†North Cascade","Santiam",28,"LAURIE LANE","T7S R1E S5 NESW","44∞59'37""","-122∞42'57""","L","Marion","9/4/2014 21:00","Miscellaneous",1,1
2014,"58†-†North Cascade","Molalla",29,"CHERRYVILLE","T2S R5E S26 NWSE","45∞22'4""","-122∞9'13""","J","Clackamas","8/13/2014 16:40","Juveniles",0.15,0.15
2014,"58†-†North Cascade","Santiam",31,"RIVER PASTURE","T9S R1E S14 SESE","44∞47'2""","-122∞38'57""","L","Marion","9/11/2014 20:05","Miscellaneous",0.25,0.25
2014,"58†-†North Cascade","Molalla",32,"BLUFF","T1S R4E S35 SWSE","45∞25'48""","-122∞16'41""","L","Clackamas","8/17/2014 10:25","Equipment Use",0.01,0.01
2014,"58†-†North Cascade","Santiam",32,"CHURCH FIRE","T10S R6E S21 NENE","44∞41'39""","-122∞4'25""","H","Linn","9/14/2014 13:50","Recreationist",1.25,1.25
2014,"58†-†North Cascade","Santiam",34,"FERN RIDGE","T9S R1E S5 NENE","44∞49'18""","-122∞42'21""","H","Marion","9/19/2014 15:13","Debris Burning",6.2,6.2
2014,"58†-†North Cascade","Santiam",35,"VICTOR POINT","T8S R1W S12 SENE","44∞53'8""","-122∞45'1""","L","Marion","9/20/2014 15:30","Equipment Use",0.02,0.02
2014,"58†-†North Cascade","Molalla",36,"BETTY ROAD","T3S R4E S12 SENE","45∞19'13""","-122∞15'11""","L","Clackamas","8/20/2014 16:00","Debris Burning",2,2
2014,"58†-†North Cascade","Molalla",37,"CAZADERO","T2S R3E S24 NESW","45∞23'14""","-122∞24'11""","G","Clackamas","8/21/2014 12:45","Arson",0.02,0.02
2014,"58†-†North Cascade","Santiam",37,"LORENCE","T7S R1W S13 NWNW","44∞58'12""","-122∞45'31""","F","Marion","9/23/2014 12:15","Debris Burning",8.6,8.6
2014,"58†-†North Cascade","Santiam",38,"SPENNER ROAD PILES","T8S R1E S6 NESW","44∞49'21""","-122∞43'53""","K","Marion","9/23/2014 17:25","Debris Burning",0.02,0.02
2014,"58†-†North Cascade","Molalla",43,"CAZADERO TRAIL 6","T2S R3E S23 SWNE","45∞23'18""","-122∞24'21""","F","Clackamas","8/25/2014 13:15","Arson",0.01,0.01
2014,"58†-†North Cascade","Molalla",45,"CAZADERO TRAIL #7","T2S R3E S23 NWNE","45∞23'18""","-122∞24'21""","F","Clackamas","8/26/2014 14:15","Arson",0.01,0.01
2014,"58†-†North Cascade","Santiam",46,"1,2,3 COMPLEX (K200)","T8S R3E S10 SWSW","44∞53'10""","-122∞26'9""","J","Marion","1/23/2014 9:51","Debris Burning",330,330
2014,"58†-†North Cascade","Santiam",47,"GATES COMPLEX (GM Fire)","T9S R4E S35 NWSE","44∞44'35""","-122∞18'9""","J","Linn","1/24/2014 9:00","Debris Burning",35,35
2014,"58†-†North Cascade","Santiam",48,"K430","T8S R3E S4 NWSW","44∞54'5""","-122∞27'17""","J","Marion","1/23/2014 20:00","Debris Burning",0.25,0.25
2014,"58†-†North Cascade","Santiam",49,"K400","T8S R3E S05 NESE","44∞54'6""","-122∞27'44""","J","Marion","1/23/2014 20:00","Debris Burning",2,2
2014,"58†-†North Cascade","Molalla",50,"BRIGHTWOOD LOOP","T2S R6E S26 NENE","45∞22'31""","-122∞1'48""","F","Clackamas","9/5/2014 16:41","Equipment Use",0.05,0.05
2014,"58†-†North Cascade","Santiam",50,"7 Mile Fire","T10S R4E S4 SWSE","44∞43'47""","-122∞19'27""","J","Linn","1/24/2014 10:00","Debris Burning",45,45
2014,"58†-†North Cascade","Molalla",51,"DOWTY RD FIRE","T3S R3E S1 NESE","45∞21'34""","-122∞22'0""","L","Clackamas","9/6/2014 14:00","Debris Burning",0.02,0.02
2014,"58†-†North Cascade","Molalla",51,"HOWARD PILE","T1S R5E S27 SWNW","45∞27'15""","-122∞11'9""","J","Clackamas","1/24/2014 13:15","Debris Burning",0.02,0.02
2014,"58†-†North Cascade","Santiam",51,"Lawhead","T10S R4E S15 NWNE","44∞42'31""","-122∞18'14""","J","Linn","1/24/2014 12:00","Debris Burning",3,3
2014,"58†-†North Cascade","Molalla",52,"BEAVERCREEK POWERLINE","T3S R2E S36 NWSW","45∞16'5""","-122∞31'4""","L","Clackamas","9/11/2014 11:15","Equipment Use",0.1,0.1
2014,"58†-†North Cascade","Santiam",52,"CROOKED PILES","T7S R2E S26 SWSE","44∞55'44""","-122∞31'41""","J","Marion","6/16/2014 14:01","Debris Burning",0.05,0.05
2014,"58†-†North Cascade","Molalla",53,"BENSON","T1N R6E S7 SWSW","45∞34'44""","-122∞7'22""","L","Clackamas","9/11/2014 10:27","Equipment Use",2.75,2.75
2014,"58†-†North Cascade","Molalla",53,"North Fork","T5S R3E S34 SWSE","45∞5'10""","-122∞25'19""","J","Clackamas","4/30/2014 14:40","Equipment Use",5,5
2014,"58†-†North Cascade","Molalla",54,"BRIGHTWOOD LOOP 2","T2S R6E S25 NENE","45∞22'25""","-122∞0'29""","F","Clackamas","9/11/2014 13:00","Equipment Use",0.25,0.25
2014,"58†-†North Cascade","Molalla",54,"TUMALA FIRE","T4S R5E S3 NESW","45∞14'52""","-122∞10'7""","X","Clackamas","6/9/2014 16:45","Debris Burning",0.1,0.1
2014,"58†-†North Cascade","Molalla",55,"BLM BOAT","T5S R4E S12 SWSW","45∞8'48""","-122∞16'9""","X","Clackamas","6/18/2014 14:30","Recreationist",0.01,0.01
2014,"58†-†North Cascade","Molalla",55,"KLEINSMITH","T3S R5E S5 NWSW","45∞20'7""","-122∞13'45""","F","Clackamas","9/11/2014 14:40","Equipment Use",0.25,0.25
2014,"58†-†North Cascade","Molalla",56,"PIPELINE HOLE","T1S R5E S30 SESE","45∞26'46""","-122∞15'7""","F","Clackamas","9/11/2014 18:42","Recreationist",0.02,0.02
2014,"58†-†North Cascade","Molalla",57,"MARMOT RD","T2S R6E S18 NESW","45∞23'42""","-122∞6'58""","L","Clackamas","9/12/2014 15:00","Equipment Use",0.1,0.1
2014,"58†-†North Cascade","Molalla",58,"MARMOT 2.0","T2S R6E S22 NENW","45∞23'11""","-122∞3'29""","L","Clackamas","9/12/2014 16:00","Equipment Use",0.1,0.1
2014,"58†-†North Cascade","Molalla",61,"HWY 224 PILE","T2S R3E S24 NWSE","45∞22'49""","-122∞22'3""","L","Clackamas","9/13/2014 18:00","Debris Burning",1,1
2014,"58†-†North Cascade","Molalla",62,"36 Pit","T4S R5E S27 SWNE","45∞11'48""","-122∞10'46""","G","Clackamas","9/13/2014 14:45","Miscellaneous",1676,5521
2014,"58†-†North Cascade","Molalla",63,"SAWTELL BARN","T6S R2E S35 SESE","44∞59'33""","-122∞30'35""","F","Clackamas","9/15/2014 0:01","Miscellaneous",0.02,0.02
2014,"58†-†North Cascade","Molalla",65,"2625 FIRE","T2S R5E S18 NWSW","45∞23'45""","-122∞15'0""","L","Clackamas","9/16/2014 13:30","Equipment Use",0.01,0.01
2014,"58†-†North Cascade","Molalla",69,"DOWLING","T2S R5E S35 NWSE","45∞21'36""","-122∞9'33""","X","Clackamas","9/20/2014 12:39","Recreationist",0.01,0.01
2014,"58†-†North Cascade","Molalla",74,"KAMRATH FIRE","T3S R2E S26 SESW","45∞16'31""","-122∞31'54""","L","Clackamas","10/10/2014 13:00","Debris Burning",0.25,0.25
2014,"71†-†Southwest","Medford",2,"Clayton Creek","T39S R1E S24 SESW","42∞9'26""","-122∞39'59""","X","Jackson","7/2/2014 10:45","Equipment Use",0.01,0.01
2014,"71†-†Southwest","Medford",4,"Ruch Plaza","T38S R3W S27 SENE","42∞14'24""","-123∞2'13""","C","Jackson","7/2/2014 13:38","Smoking",0.01,0.01
2014,"71†-†Southwest","Medford",9,"Stevens Rd 653 PP#B9985","T36S R1W S2 NWSW","42∞28'3""","-122∞47'32""","A","Jackson","7/2/2014 19:47","Equipment Use",0.01,0.01
2014,"71†-†Southwest","Grants Pass",9,"Covered Bridge 374","T35S R4W S15 NENE","42∞32'5""","-123∞9'14""","A","Jackson","7/3/2014 16:00","Miscellaneous",1.25,1.25
2014,"71†-†Southwest","Medford",13,"Belle Fiore","T39S R1E S12 SENE","42∞11'45""","-122∞38'35""","A","Jackson","7/4/2014 16:34","Juveniles",0.62,0.62
2014,"71†-†Southwest","Grants Pass",14,"Rogue River Hwy 7001 #46","T36S R4W S29 NWNW","42∞25'4""","-123∞12'23""","A","Josephine","7/4/2014 21:20","Miscellaneous",0.01,0.01
2014,"71†-†Southwest","Grants Pass",15,"Redwood Hwy 17000 Blk","T38S R8W S2 NWNE","42∞17'57""","-123∞36'42""","H","Josephine","7/4/2014 21:47","Smoking",0.01,0.01
2014,"71†-†Southwest","Grants Pass",16,"Fish Hatchery 5922","T37S R6W S6 NESW","42∞22'54""","-123∞27'21""","F","Josephine","7/4/2014 21:46","Miscellaneous",0.1,0.1
2014,"71†-†Southwest","Grants Pass",17,"Cloverlawn 5753","T37S R5W S8 NWSW","42∞21'56""","-123∞19'32""","A","Josephine","7/4/2014 22:04","Miscellaneous",0.01,0.01
2014,"71†-†Southwest","Grants Pass",18,"Cedar Flat 3551","T39S R5W S6 SESE","42∞12'12""","-123∞19'41""","L","Josephine","7/4/2014 21:54","Miscellaneous",0.02,0.02
2014,"71†-†Southwest","Grants Pass",19,"Cloverlawn 6190","T37S R5W S18 NENE","42∞21'30""","-123∞19'55""","L","Josephine","7/5/2014 0:58","Miscellaneous",0.01,0.01
2014,"71†-†Southwest","Grants Pass",21,"Pickett Creek","T35S R7W S26 NWSE","42∞29'48""","-123∞29'22""","A","Josephine","7/5/2014 16:41","Smoking",0.01,0.01
2014,"71†-†Southwest","Medford",22,"Highland Dr (1126)","T35S R1W S34 NWSE","42∞28'56""","-122∞48'22""","C","Jackson","7/4/2014 22:32","Miscellaneous",0.01,0.01
2014,"71†-†Southwest","Grants Pass",23,"Monument Dr 7850","T35S R6W S15 NWNE","42∞31'56""","-123∞23'32""","A","Josephine","7/5/2014 17:59","Equipment Use",0.01,0.01
2014,"71†-†Southwest","Grants Pass",24,"Deer Creek Road 1250","T38S R8W S12 NWNE","42∞16'59""","-123∞35'19""","L","Josephine","7/5/2014 20:00","Equipment Use",0.1,0.1
2014,"71†-†Southwest","Medford",30,"S. Obenchain (1208)","T36S R1E S3 NENW","42∞28'24""","-122∞41'22""","K","Jackson","7/6/2014 13:53","Debris Burning",0.01,0.01
2014,"71†-†Southwest","Medford",31,"Emigrant Lake","T39S R2E S20 NWSW","42∞9'41""","-122∞37'1""","X","Jackson","7/6/2014 15:26","Miscellaneous",0.01,0.01
2014,"71†-†Southwest","Grants Pass",33,"I-5, MP 60 SB","T35S R6W S36 SWSE","42∞28'47""","-123∞21'21""","F","Josephine","7/7/2014 18:46","Miscellaneous",0.01,0.01
2014,"71†-†Southwest","Grants Pass",34,"North Applegate Rd 13345","T38S R5W S1 NENE","42∞18'2""","-123∞14'2""","X","Josephine","7/8/2014 11:20","Miscellaneous",0.01,0.01
2014,"71†-†Southwest","Grants Pass",36,"Matson Park","T36S R7W S14 SWNW","42∞26'33""","-123∞29'58""","R","Josephine","7/8/2014 14:58","Recreationist",0.01,0.01
2014,"71†-†Southwest","Medford",37,"N Foothill rd (3100)","T37S R1W S9 SWSE","42∞21'45""","-122∞49'20""","A","Jackson","7/8/2014 21:45","Miscellaneous",0.1,0.1
2014,"71†-†Southwest","Medford",38,"Exit 40","T36S R3W S22 SWNE","42∞25'59""","-123∞2'28""","L","Jackson","7/9/2014 14:38","Equipment Use",0.25,0.25
2014,"71†-†Southwest","Medford",42,"I-5 MM 6 SB","T40S R2E S20 NWSE","42∞4'23""","-122∞36'26""","H","Jackson","7/9/2014 23:40","Equipment Use",0.01,0.01
2014,"71†-†Southwest","Medford",46,"Stewart State Park 1","T33S R2E S19 NESE","42∞41'17""","-122∞37'18""","C","Jackson","7/10/2014 14:40","Recreationist",0.1,0.1
2014,"71†-†Southwest","Medford",49,"Woodrat Launch","T38S R3W S25 SESW","42∞13'44""","-123∞0'19""","C","Jackson","7/11/2014 8:07","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",50,"Woodrat #2","T38S R2W S32 NWSE","42∞13'18""","-122∞57'50""","C","Jackson","7/11/2014 8:25","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",56,"Elk Crk 1022 (PPA3540)","T32S R1E S22 SWSE","42∞46'2""","-122∞41'0""","A","Jackson","7/11/2014 15:22","Equipment Use",0.01,0.01
2014,"71†-†Southwest","Grants Pass",56,"E Evans Creek 5686","T35S R4W S27 NWNE","42∞30'11""","-123∞9'27""","R","Jackson","7/14/2014 16:25","Equipment Use",0.75,0.75
2014,"71†-†Southwest","Grants Pass",60,"PP#A6748 (Monument 5212)","T35S R6W S26 NESE","42∞29'55""","-123∞22'11""","A","Josephine","7/15/2014 17:50","Equipment Use",0.01,0.01
2014,"71†-†Southwest","Medford",62,"Shady Cove School Fire","T34S R1W S10 SWSW","42∞37'24""","-122∞48'54""","A","Jackson","7/12/2014 19:40","Smoking",0.01,0.01
2014,"71†-†Southwest","Grants Pass",63,"Jump Off Joe","T35S R5W S3 SWNW","42∞33'37""","-123∞17'3""","R","Josephine","7/16/2014 14:00","Smoking",1.3,1.3
2014,"71†-†Southwest","Grants Pass",67,"Easy Valley","T36S R4W S4 NWSE","42∞28'10""","-123∞10'46""","A","Jackson","7/17/2014 14:47","Smoking",0.01,0.01
2014,"71†-†Southwest","Medford",68,"Brownsboro Church","T36S R1E S4 NESW","42∞28'7""","-122∞42'34""","A","Jackson","7/16/2014 14:48","Equipment Use",0.01,0.01
2014,"71†-†Southwest","Medford",72,"Upper Applegate","T39S R3W S33 SENW","42∞8'15""","-123∞3'49""","A","Jackson","7/18/2014 12:46","Equipment Use",0.01,0.01
2014,"71†-†Southwest","Medford",73,"Surrey Dr","T38S R2W S12 NENW","42∞17'3""","-122∞53'11""","A","Jackson","7/18/2014 14:38","Equipment Use",3.5,8.6
2014,"71†-†Southwest","Medford",79,"East Antelope Complex","T37S R1E S22 SWNE","42∞20'30""","-122∞41'3""","A","Jackson","7/22/2014 16:07","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",80,"Hobart Peak","T40S R3E S17 NWSE","42∞5'16""","-122∞29'30""","C","Jackson","7/22/2014 16:35","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",81,"Butte Falls Cemetary","T35S R2E S5 SWSE","42∞33'2""","-122∞36'28""","T","Jackson","7/22/2014 16:35","Lightning",0.1,0.1
2014,"71†-†Southwest","Medford",82,"E. Nevada","T38S R1E S23 SWNE","42∞15'8""","-122∞39'56""","B","Jackson","7/22/2014 16:38","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",83,"Wren Ridge","T37S R1E S6 NESE","42∞22'45""","-122∞44'28""","C","Jackson","7/22/2014 16:36","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",84,"Placer Hill","T37S R2W S31 SESW","42∞18'8""","-122∞59'3""","L","Jackson","7/22/2014 17:19","Lightning",0.01,0.01
2014,"71†-†Southwest","Grants Pass",84,"PP#C822 (Powell Ck 1666)","T38S R5W S14 NWSW","42∞15'43""","-123∞16'4""","A","Josephine","7/20/2014 16:49","Equipment Use",0.01,0.01
2014,"71†-†Southwest","Medford",85,"Hamilton","T38S R3W S34 SWSE","42∞12'54""","-123∞2'18""","C","Jackson","7/22/2014 17:20","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",86,"Squires Peak","T38S R3W S35 NENW","42∞13'42""","-123∞1'28""","J","Jackson","7/22/2014 17:31","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",87,"Galls Creek","T37S R3W S4 NWSW","42∞22'51""","-123∞4'12""","F","Jackson","7/22/2014 18:00","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",88,"Sardine Creek","T35S R3W S33 NWNW","42∞29'24""","-123∞4'10""","C","Jackson","7/22/2014 18:05","Lightning",0.5,0.5
2014,"71†-†Southwest","Medford",89,"Murphy Gulch","T35S R3W S18 SWNE","42∞31'49""","-123∞5'56""","C","Jackson","7/22/2014 19:04","Lightning",1.5,1.5
2014,"71†-†Southwest","Medford",90,"Meridian","T36S R1E S8 SWSW","42∞26'53""","-122∞44'7""","T","Jackson","7/22/2014 18:25","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",91,"Neil Creek","T34S R1E S24 SESW","42∞35'37""","-122∞39'4""","C","Jackson","7/22/2014 18:30","Lightning",0.1,0.1
2014,"71†-†Southwest","Medford",92,"Colver Road","T38S R1W S21 SENE","42∞15'11""","-122∞49'15""","A","Jackson","7/22/2014 18:46","Lightning",0.01,0.01
2014,"71†-†Southwest","Grants Pass",92,"I-5 MP 60 #2","T35S R6W S36 SENW","42∞29'8""","-123∞21'39""","A","Josephine","7/22/2014 16:52","Smoking",0.02,0.02
2014,"71†-†Southwest","Medford",93,"Grizzly Peak","T38S R1E S14 NENW","42∞16'19""","-122∞40'20""","C","Jackson","7/22/2014 18:46","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",94,"Yale Creek","T40S R2W S22 SWNE","42∞4'46""","-122∞55'11""","U","Jackson","7/22/2014 19:25","Lightning",0.1,0.1
2014,"71†-†Southwest","Medford",95,"Battle Mtn","T34S R3W S6 SWSW","42∞38'20""","-123∞6'36""","U","Jackson","7/22/2014 19:54","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",96,"Long Canyon","T36S R2E S12 SWSE","42∞26'51""","-122∞31'41""","C","Jackson","7/22/2014 20:00","Lightning",0.1,0.1
2014,"71†-†Southwest","Grants Pass",96,"Boyd Creek","T36S R4W S2 NESE","42∞28'4""","-123∞7'55""","F","Jackson","7/22/2014 18:10","Lightning",0.1,0.1
2014,"71†-†Southwest","Medford",97,"Squires Peak #3","T39S R3W S2 SWSE","42∞12'1""","-123∞1'16""","C","Jackson","7/23/2014 20:32","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",98,"Ben","T39S R3W S6 SESE","42∞12'9""","-123∞5'39""","C","Jackson","7/22/2014 21:27","Lightning",0.25,0.25
2014,"71†-†Southwest","Medford",99,"Sterling Creek #2","T38S R2W S19 SWNW","42∞15'8""","-122∞59'33""","C","Jackson","7/22/2014 21:24","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",100,"Sykes Creek","T34S R3W S18 SWNW","42∞37'7""","-123∞6'37""","C","Jackson","7/23/2014 7:40","Lightning",0.25,0.25
2014,"71†-†Southwest","Grants Pass",101,"False Face","T35S R3W S6 SWNW","42∞33'30""","-123∞6'30""","R","Jackson","7/22/2014 17:52","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",103,"Galls Cr #2","T37S R3W S9 NWSW","42∞21'58""","-123∞3'45""","C","Jackson","7/23/2014 13:30","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",104,"Tolman Creek","T39S R1E S27 SWNE","42∞8'57""","-122∞41'5""","U","Jackson","7/24/2014 12:28","Lightning",0.1,0.1
2014,"71†-†Southwest","Grants Pass",107,"Birdseye Creek","T37S R4W S7 NESE","42∞22'4""","-123∞12'47""","H","Jackson","7/22/2014 20:48","Lightning",0.1,0.1
2014,"71†-†Southwest","Grants Pass",108,"Owl Hollow","T37S R4W S5 SWNE","42∞23'3""","-123∞11'46""","H","Jackson","7/22/2014 20:48","Lightning",0.34,0.34
2014,"71†-†Southwest","Grants Pass",111,"Foots Creek","T37S R3W S29 NESE","42∞19'27""","-123∞0'5""","R","Jackson","7/22/2014 21:30","Lightning",0.01,0.01
2014,"71†-†Southwest","Grants Pass",114,"Swamp Creek","T33S R4W S12 SESE","42∞42'39""","-123∞6'52""","A","Jackson","7/23/2014 9:16","Lightning",0.1,0.1
2014,"71†-†Southwest","Grants Pass",123,"Mays Creek","T34S R4W S25 NENE","42∞35'31""","-123∞6'52""","A","Jackson","7/23/2014 7:23","Lightning",0.1,0.1
2014,"71†-†Southwest","Grants Pass",126,"Fry Gulch","T34S R4W S23 SESW","42∞35'40""","-123∞8'43""","H","Jackson","7/24/2014 16:20","Lightning",0.1,0.1
2014,"71†-†Southwest","Grants Pass",128,"Sanitarium Rd 640","T35S R6W S28 NWNW","42∞30'21""","-123∞25'27""","A","Josephine","7/25/2014 6:47","Equipment Use",0.01,0.01
2014,"71†-†Southwest","Medford",129,"Kane Creek","T37S R3W S15 SESE","42∞20'53""","-123∞2'7""","H","Jackson","7/28/2014 6:15","Lightning",2,2
2014,"71†-†Southwest","Medford",134,"Pilot Rock Rd","T40S R2E S32 SENE","42∞2'51""","-122∞35'30""","C","Jackson","7/29/2014 17:55","Lightning",1.5,1.5
2014,"71†-†Southwest","Medford",135,"SS BAR RANCH","T41S R1E S13 SENE","42∞0'32""","-122∞38'36""","C","Jackson","7/29/2014 18:04","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",136,"Howard Prairie Access Rd","T39S R4E S7 SENE","42∞11'46""","-122∞23'17""","C","Jackson","7/29/2014 18:10","Lightning",0.1,0.1
2014,"71†-†Southwest","Grants Pass",139,"Old Blue","T37S R4W S28 NESE","42∞19'24""","-123∞10'24""","H","Jackson","7/26/2014 17:13","Lightning",0.5,0.5
2014,"71†-†Southwest","Medford",140,"Crane Prairie","T39S R4E S7 SESE","42∞11'15""","-122∞23'17""","C","Jackson","7/29/2014 19:10","Lightning",0.1,0.1
2014,"71†-†Southwest","Medford",141,"Griffin Pass","T38S R4E S3 SENW","42∞13'31""","-122∞19'12""","A","Jackson","7/29/2014 19:16","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",143,"Hwy 140 MM18","T36S R2E S35 SWNE","42∞23'47""","-122∞33'8""","H","Jackson","7/29/2014 20:30","Lightning",0.25,0.25
2014,"71†-†Southwest","Medford",146,"Twincheria","T34S R3E S25 SWSW","42∞34'39""","-122∞25'11""","J","Jackson","7/30/2014 17:30","Lightning",27,27
2014,"71†-†Southwest","Grants Pass",146,"Lakeshore Drive 2600","T38S R7W S18 SENW","42∞15'53""","-123∞34'29""","L","Josephine","7/28/2014 11:35","Equipment Use",0.01,0.01
2014,"71†-†Southwest","Medford",147,"Brush Mountain","T38S R4E S26 NESW","42∞14'10""","-122∞19'1""","H","Jackson","7/30/2014 6:20","Lightning",0.5,0.5
2014,"71†-†Southwest","Grants Pass",147,"Granite Hill","T35S R5W S24 NWNW","42∞31'8""","-123∞14'54""","K","Josephine","7/28/2014 16:18","Recreationist",0.01,0.01
2014,"71†-†Southwest","Medford",148,"Northern Glades","T34S R3E S23 SESE","42∞35'39""","-122∞25'12""","C","Jackson","7/30/2014 7:00","Lightning",0.1,0.1
2014,"71†-†Southwest","Medford",149,"Esmond Mountain","T36S R3E S7 SWSE","42∞26'54""","-122∞30'28""","C","Jackson","7/30/2014 8:04","Lightning",0.01,0.01
2014,"71†-†Southwest","Grants Pass",149,"Reeves Creek","T38S R8W S26 SWNE","42∞14'11""","-123∞37'17""","H","Josephine","7/28/2014 18:38","Miscellaneous",187,187
2014,"71†-†Southwest","Grants Pass",150,"Rogue River Hwy","T36S R4W S25 NENW","42∞24'59""","-123∞7'29""","A","Jackson","7/28/2014 11:45","Equipment Use",0.01,0.01
2014,"71†-†Southwest","Medford",151,"Grizzly Peak","T38S R2E S17 NENW","42∞16'11""","-122∞36'45""","A","Jackson","7/30/2014 8:14","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",153,"Salt Creek #1","T36S R2E S12 SESE","42∞27'2""","-122∞31'25""","F","Jackson","7/30/2014 8:35","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",155,"Mule Creek","T34S R3E S35 NENW","42∞34'33""","-122∞25'50""","H","Jackson","7/30/2014 9:11","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",157,"Cedar Springs","T34S R3E S12 SWSE","42∞37'19""","-122∞24'28""","A","Jackson","7/30/2014 10:12","Lightning",0.1,0.1
2014,"71†-†Southwest","Medford",159,"Bowen Creek","T35S R3E S30 SWNE","42∞29'59""","-122∞30'39""","C","Jackson","7/30/2014 12:12","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",160,"Double Day","T35S R2E S36 NESW","42∞28'49""","-122∞31'59""","C","Jackson","7/30/2014 13:46","Lightning",0.1,0.1
2014,"71†-†Southwest","Medford",161,"Beaver Creek","T40S R2W S20 SWNE","42∞4'48""","-122∞57'34""","H","Jackson","7/30/2014 15:34","Lightning",7,7
2014,"71†-†Southwest","Grants Pass",161,"Robinson Rd 1850","T36S R6W S29 NWNE","42∞25'4""","-123∞26'3""","C","Josephine","7/30/2014 14:30","Debris Burning",0.1,0.1
2014,"71†-†Southwest","Medford",165,"Kenyon Ridge","T39S R2E S11 NWNW","42∞12'0""","-122∞33'36""","C","Jackson","7/30/2014 18:01","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",166,"Tombstone #1","T38S R1E S7 NWNW","42∞17'10""","-122∞45'14""","A","Jackson","8/1/2014 12:28","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",167,"Slick Rock Cabin","T40S R1W S11 SESW","42∞6'3""","-122∞47'20""","C","Jackson","7/30/2014 16:17","Lightning",2,2
2014,"71†-†Southwest","Medford",168,"Tombstone #2","T38S R1W S1 SWSE","42∞17'25""","-122∞45'52""","A","Jackson","8/1/2014 10:45","Lightning",0.01,0.01
2014,"71†-†Southwest","Medford",171,"Bear Fire","T39S R1W S20 SWNE","42∞10'0""","-122∞50'31""","C","Jackson","7/30/2014 16:41","Lightning",0.1,0.1
2014,"71†-†Southwest","Medford",173,"Point Mointain","T39S R1W S17 SWNE","42∞10'40""","-122∞50'39""","C","Jackson","7/30/2014 16:37","Lightning",0.1,0.1
2014,"71†-†Southwest","Medford",176,"Buck Rock #1","T33S R1W S15 NENW","42∞42'20""","-122∞48'37""","G","Jackson","7/30/2014 16:59","Lightning",5,5
2014,"71†-†Southwest","Medford",177,"Willie Rock","T33S R1W S15 SWSE","42∞41'42""","-122∞48'17""","C","Jackson","7/30/2014 17:47","Lightning",4,4
2014,"71†-†Southwest","Medford",178,"Flat Creek","T32S R1E S17 NWSW","42∞47'6""","-122∞43'54""","C","Jackson","7/30/2014 17:54","Lightning",0.25,0.25
2014,"71†-†Southwest","Medford",181,"Oregon Gulch","T40S R4E S34 SWNW","42∞2'52""","-122∞20'42""","C","Jackson","7/30/2014 21:02","Lightning",8306,35129
2014,"71†-†Southwest","Medford",182,"Horn Gulch","T39S R1W S23 SESE","42∞9'34""","-122∞46'52""","C","Jackson","7/30/2014 19:07","Lightning",0.1,0.1
